CRT_TM,M16HUB.QUE.ALL.CURRENTQCNT,M16HUB.QUE.ALL.CURRENTQCOMPLETED,M16HUB.QUE.OHT.CURRENTOHTQCNT,M16HUB.QUE.OHT.OHTUTIL,M16HUB.QUE.LOAD.AVGLOADTIME,M16HUB.QUE.ALL.TRANSPORT4MINOVERCNT,M16HUB.QUE.ALL.TRANSPORT4MINOVERRATIO,M16HUB.QUE.ALL.TRANSPORT4MINOVERTIMEAVG,M16HUB.QUE.TIME.AVGTOTALTIME,M16HUB.QUE.TIME.AVGTOTALTIME1MIN,M16HUB.OHT.ALERT.OHTMCPALARMCNT,M16HUB.QUE.M14TOM16.MESCURRENTQCNT,M16HUB.QUE.M16TOM14.MESCURRENTQCNT,M16HUB.QUE.M16TOM14A.MESCURRENTQCNT,M16HUB.QUE.M16TOM14B.MESCURRENTQCNT,M16HUB.QUE.ALL.FABTRANSJOBCNT,M16HUB.QUE.M14ATOM16.MESCURRENTQCNT,M16HUB.QUE.M14BTOM16.MESCURRENTQCNT,M16HUB.LFT.6ABL6011.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6012.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6021.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6022.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6031.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6032.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0111.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0112.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0121.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0122.TOTAL_CURRENTQCNT,M16HUB.QUE.ALL.M16HUBTOM14MANUAL_CURRENTQCNT,M16HUB.STRATE.STK.STORAGERATIO,M16HUB.STRATE.ALL.FABSTORAGERATIO
2026-05-07 08:52:00,997,548,293,94.1,,0,0,0,6.76,8.065,0,200,631,331,300,1212,,,30,43,28,33,24,34,27,26,28,25,61,0,24.85
2026-05-07 08:53:00,1003,532,297,95.49,,0,0,0,6.615,8.256,0,199,621,323,298,1187,,,33,39,24,34,25,32,28,30,26,25,62,0,23.67
2026-05-07 08:54:00,975,548,294,94.44,,0,0,0,6.808,7.022,0,194,601,315,286,1170,,,38,36,26,31,26,33,29,29,24,26,64,0,25.44
2026-05-07 08:55:00,978,561,286,93.4,,0,0,0,6.599,6.659,0,194,614,313,301,1162,,,37,39,29,30,26,36,28,29,24,23,70,0,24.26
2026-05-07 08:56:00,963,553,292,94.1,,0,0,0,6.918,8.437,0,200,605,308,297,1192,,,32,41,28,31,25,34,27,25,26,25,72,0,25.44
2026-05-07 08:57:00,978,550,294,94.44,,0,0,0,6.729,8.658,0,190,612,309,303,1188,,,32,40,31,32,23,34,30,26,24,25,73,0,26.63
2026-05-07 08:58:00,996,541,313,97.92,,0,0,0,6.852,8.762,0,184,615,313,302,1197,,,31,40,33,34,20,37,30,27,21,26,78,0,27.22
2026-05-07 08:59:00,990,534,301,96.18,,0,0,0,6.789,8.607,0,180,623,307,316,1183,,,32,40,32,34,21,41,33,25,20,24,74,0,27.22
2026-05-07 09:00:00,984,533,301,93.75,,0,0,0,7.035,11.088,0,192,607,294,313,1195,,,38,37,28,31,24,38,31,26,24,26,72,0,26.63
2026-05-07 09:01:00,1000,533,299,92.71,,0,0,0,6.838,7.607,0,200,643,324,319,1211,,,36,38,34,32,23,35,26,25,26,32,69,0,27.81
2026-05-07 09:02:00,970,541,295,92.71,,0,0,0,7.076,8.42,0,195,625,311,314,1201,,,35,38,31,32,27,36,31,23,26,29,65,0,26.63
2026-05-07 09:03:00,970,563,296,92.36,,0,0,0,7.021,8.68,0,184,642,319,323,1212,,,34,41,33,31,23,39,31,20,27,33,66,0,26.04
2026-05-07 09:04:00,965,553,292,90.63,,0,0,0,7.3,8.026,0,183,639,324,315,1226,,,31,44,34,31,31,38,28,23,28,29,64,0,24.85
2026-05-07 09:05:00,993,541,300,94.1,,0,0,0,7.262,9.384,0,200,679,349,330,1246,,,36,41,30,32,25,38,28,25,28,23,67,0,22.49
2026-05-07 09:06:00,990,541,314,98.61,,0,0,0,7.447,8.257,0,205,680,351,329,1228,,,38,38,28,32,25,34,28,25,29,24,64,0,17.75
2026-05-07 09:07:00,1006,536,301,96.88,,0,0,0,7.323,9.617,0,210,693,364,329,1252,,,39,35,27,31,29,34,27,28,26,28,63,0,17.16
2026-05-07 09:08:00,994,545,293,94.44,,0,0,0,7.239,6.834,0,206,712,362,350,1264,,,34,36,29,32,32,35,27,30,26,25,60,0,17.75
2026-05-07 09:09:00,1023,552,297,95.83,,0,0,0,6.902,6.997,0,197,696,352,344,1246,,,33,37,31,34,28,39,27,29,24,26,58,0,16.57
2026-05-07 09:10:00,1021,555,297,94.79,,0,0,0,6.905,7.521,0,188,693,355,338,1224,,,36,33,28,37,27,39,23,27,26,28,56,0,15.98
2026-05-07 09:11:00,1024,545,302,95.49,,0,0,0,6.758,7.963,0,176,681,349,332,1214,,,37,34,28,36,32,40,23,24,26,25,59,0,15.38
2026-05-07 09:12:00,1009,545,288,93.4,,0,0,0,7.03,8.68,0,173,669,343,326,1211,,,36,33,31,32,29,39,27,22,28,23,57,0,16.57
2026-05-07 09:13:00,1011,538,292,92.71,,0,0,0,6.827,7.943,0,161,660,335,325,1190,,,35,34,30,37,34,41,26,24,26,22,56,0,15.38
2026-05-07 09:14:00,1005,539,282,91.32,,0,0,0,7.169,9.585,0,161,648,327,321,1179,,,38,34,34,41,30,39,26,18,28,23,52,0,18.34
2026-05-07 09:15:00,993,550,274,90.97,,0,0,0,7.03,10.751,0,155,624,313,311,1156,,,33,39,32,40,35,41,28,23,27,24,53,0,18.34
2026-05-07 09:16:00,985,542,274,89.24,,0,0,0,7.477,10.4,0,180,607,302,305,1180,,,30,39,33,40,29,40,24,23,22,26,55,0,20.71
2026-05-07 09:17:00,986,549,272,89.24,,0,0,0,7.302,9.565,0,178,631,320,311,1170,,,33,36,32,38,30,36,20,25,19,25,58,0,25.44
2026-05-07 09:18:00,976,538,282,90.97,,0,0,0,7.519,7.833,0,175,627,318,309,1193,,,34,33,31,36,29,38,21,24,21,23,56,0,24.85
2026-05-07 09:19:00,972,542,274,90.97,,0,0,0,7.387,8.129,0,194,648,329,319,1203,,,36,38,32,35,25,38,25,25,18,27,55,0,24.26
2026-05-07 09:20:00,951,545,269,88.54,,0,0,0,7.848,10.701,0,197,632,323,309,1178,,,36,38,31,33,29,38,27,23,18,25,54,0,23.67
2026-05-07 09:21:00,961,553,267,88.89,,0,0,0,7.463,6.386,0,222,655,343,312,1226,,,34,38,33,34,26,37,25,25,18,20,55,0,23.08
2026-05-07 09:22:00,948,542,281,91.32,,0,0,0,7.519,7.102,0,221,641,335,306,1203,,,29,43,34,36,28,36,25,26,18,18,56,0,20.12
2026-05-07 09:23:00,962,546,288,92.36,,0,0,0,7.326,9.872,0,209,658,339,319,1217,,,37,40,33,35,25,40,22,25,18,20,52,0,19.53
2026-05-07 09:24:00,963,547,292,95.83,,0,0,0,7.484,9.165,0,199,641,327,314,1187,,,36,42,28,32,23,42,23,21,18,23,50,0,18.93
2026-05-07 09:25:00,967,547,282,93.06,,0,0,0,6.91,6.697,0,193,628,316,312,1189,,,33,44,31,29,23,40,21,19,18,26,58,0,20.12
2026-05-07 09:26:00,970,553,286,92.01,,0,0,0,6.909,7.811,0,188,615,313,302,1179,,,31,41,31,35,26,36,18,22,16,25,58,0,19.53
2026-05-07 09:27:00,982,560,291,94.44,,0,0,0,6.867,9.87,0,181,650,335,315,1205,,,33,40,29,32,27,33,22,21,19,23,58,0,18.93
2026-05-07 09:28:00,966,569,278,93.75,,0,0,0,7.225,9.64,0,178,651,344,307,1228,,,30,40,31,34,24,37,21,21,26,26,60,0,17.75
2026-05-07 09:29:00,986,567,286,94.79,,0,0,0,6.929,7.482,0,167,668,347,321,1234,,,30,41,30,32,24,40,23,21,26,27,61,0,13.61
2026-05-07 09:30:00,980,570,277,92.01,,0,0,0,7.219,10.466,0,194,650,340,310,1259,,,32,38,30,37,24,40,29,23,25,24,58,0,11.24
2026-05-07 09:31:00,1003,568,278,92.36,,0,0,0,6.685,6.053,0,201,680,358,322,1283,,,31,40,31,37,25,38,32,26,25,21,59,0,5.92
2026-05-07 09:32:00,1001,565,276,90.28,,0,0,0,6.824,7.035,0,192,675,364,311,1304,,,31,42,28,38,24,37,32,24,27,26,57,0,6.51
2026-05-07 09:33:00,1021,565,277,90.97,,0,0,0,6.472,6.78,0,190,704,387,317,1303,,,33,41,26,37,23,36,33,29,30,25,54,0,8.88
2026-05-07 09:34:00,1027,561,287,94.79,,0,0,0,6.654,8.87,0,182,705,380,325,1287,,,32,40,29,34,21,35,31,29,29,26,53,0,10.06
2026-05-07 09:35:00,1030,564,284,94.1,,0,0,0,6.565,8.1,0,173,682,365,317,1254,,,29,38,30,34,21,33,30,25,31,26,57,0,11.83
2026-05-07 09:36:00,1033,563,300,96.88,,0,0,0,6.797,8.824,0,177,674,357,317,1254,,,33,38,29,36,21,30,28,26,28,31,58,0,13.02
2026-05-07 09:37:00,1068,562,294,94.44,,0,0,0,6.554,7.881,0,173,706,386,320,1272,,,33,37,30,33,25,30,26,30,29,34,59,0,13.61
2026-05-07 09:38:00,1059,559,293,91.67,,0,0,0,6.67,7.448,0,173,691,380,311,1259,,,34,38,26,39,21,38,26,32,32,29,64,0,10.65
2026-05-07 09:39:00,1076,558,283,91.67,,0,0,0,6.444,6.143,0,169,711,394,317,1271,,,32,41,27,37,22,35,25,36,29,33,64,0,7.69
2026-05-07 09:40:00,1075,554,294,93.75,,0,0,0,6.338,7.066,0,165,698,392,306,1255,,,30,41,29,38,22,36,26,34,28,35,64,0,5.33
2026-05-07 09:41:00,1080,552,282,91.67,,0,0,0,6.047,6.161,0,168,712,407,305,1274,,,33,39,27,42,20,35,25,36,30,37,67,0,2.37
2026-05-07 09:42:00,1083,563,290,93.06,,0,0,0,6.026,6.161,0,161,708,405,303,1290,,,32,38,25,47,23,32,29,35,33,36,68,0,.59
2026-05-07 09:43:00,1103,564,289,93.75,,0,0,0,5.963,5.98,0,181,742,431,311,1308,,,36,37,21,43,24,32,30,34,31,32,68,0,.59
2026-05-07 09:44:00,1085,572,275,92.71,,0,0,0,5.986,8.345,0,182,748,427,321,1329,,,36,37,24,44,26,31,31,34,34,34,69,0,1.18
2026-05-07 09:45:00,1094,565,274,91.67,,0,0,0,5.692,5.176,0,186,742,421,321,1328,,,35,39,24,41,24,33,32,37,35,35,70,0,0
2026-05-07 09:46:00,1095,577,277,91.32,,0,0,0,5.772,6.918,0,176,725,420,305,1326,,,37,43,27,41,20,30,33,39,34,37,71,0,.59
2026-05-07 09:47:00,1095,577,278,90.63,,0,0,0,5.438,5.436,0,172,715,415,300,1314,,,35,38,25,39,25,31,33,41,33,36,69,0,0
2026-05-07 09:48:00,1096,574,282,93.75,,0,0,0,5.372,6.153,0,161,695,402,293,1301,,,34,39,24,36,28,31,35,40,32,36,65,0,0
2026-05-07 09:49:00,1097,575,287,94.44,,0,0,0,5.242,5.418,0,154,687,399,288,1279,,,34,40,26,39,26,31,35,40,34,34,64,0,0
2026-05-07 09:50:00,1098,574,292,95.49,,0,0,0,5.646,8.893,0,147,701,416,285,1272,,,35,39,25,37,28,33,34,40,35,29,62,0,0
2026-05-07 09:51:00,1093,575,295,94.1,,0,0,0,5.215,4.335,0,136,685,405,280,1241,,,34,40,27,41,24,34,33,40,37,33,65,0,0
2026-05-07 09:52:00,1081,560,306,95.49,,0,0,0,5.287,5.583,0,135,673,395,278,1222,,,33,39,25,41,26,33,32,40,30,37,65,0,0
2026-05-07 09:53:00,1069,549,309,94.79,,0,0,0,5.137,6.168,0,132,666,390,276,1205,,,35,39,26,40,30,32,34,37,34,39,66,0,0
2026-05-07 09:54:00,1054,544,284,90.97,,0,0,0,5.258,7.715,0,134,656,382,274,1189,,,34,41,25,38,29,36,32,38,32,38,65,0,0
2026-05-07 09:55:00,1037,556,280,90.63,,0,0,0,5.05,7.073,0,137,640,374,266,1164,,,31,43,28,35,28,34,30,34,32,40,62,0,0
2026-05-07 09:56:00,1039,537,292,91.67,,0,0,0,5.147,6.914,0,154,628,371,257,1204,,,33,42,25,35,25,30,27,35,30,42,59,0,0
2026-05-07 09:57:00,1053,530,278,89.93,,0,0,0,5.163,9.395,0,195,655,396,259,1217,,,35,42,28,38,24,30,28,28,32,40,60,0,1.78
2026-05-07 09:58:00,1034,529,270,87.85,,0,0,0,5.327,7.188,0,185,640,383,257,1209,,,36,38,24,37,30,30,29,32,32,38,58,0,1.18
2026-05-07 09:59:00,1041,522,271,85.76,,0,0,0,5.279,7.687,0,191,662,394,268,1235,,,34,37,25,33,32,33,29,30,32,33,60,0,1.18
2026-05-07 10:00:00,1026,527,266,86.11,,0,0,0,5.428,6.187,0,195,658,396,262,1226,,,34,38,22,34,28,32,30,27,28,33,61,0,1.78
2026-05-07 10:01:00,1020,533,253,84.03,,0,0,0,5.242,5.672,0,200,660,402,258,1225,,,32,40,30,34,30,31,30,32,27,36,59,0,0
2026-05-07 10:02:00,1013,539,253,84.38,,0,0,0,5.459,6.104,0,200,656,396,260,1211,,,34,42,28,31,27,34,29,31,24,39,61,0,0
2026-05-07 10:03:00,1012,551,256,84.38,,0,0,0,5.409,7.103,0,190,637,387,250,1197,,,34,42,28,31,26,31,25,30,27,41,64,0,0
2026-05-07 10:04:00,1018,547,260,86.81,,0,0,0,5.64,8.222,0,182,618,373,245,1181,,,36,40,26,30,30,30,27,25,30,42,63,0,0
2026-05-07 10:05:00,1014,543,266,89.24,,0,0,0,5.253,5.915,0,177,608,368,240,1158,,,32,38,23,36,32,29,25,26,35,40,60,0,0
2026-05-07 10:06:00,1017,549,276,89.58,,0,0,0,5.314,5.843,0,165,618,379,239,1183,,,34,38,25,31,30,32,18,26,36,41,58,0,0
2026-05-07 10:07:00,1020,554,282,91.32,,0,0,0,5.296,7.41,0,188,652,406,246,1217,,,33,42,24,31,28,30,20,28,32,39,59,0,0
2026-05-07 10:08:00,994,567,285,91.67,,0,0,0,5.431,7.198,0,186,638,398,240,1182,,,30,41,23,32,29,34,24,26,30,36,58,0,.59
2026-05-07 10:09:00,1009,575,285,91.32,,0,0,0,5.117,5.835,0,186,660,405,255,1219,,,30,39,24,34,31,34,26,25,27,38,58,0,.59
2026-05-07 10:10:00,1002,579,279,92.01,,0,0,0,5.342,8.124,0,185,643,396,247,1238,,,28,38,22,33,28,36,25,24,23,39,57,0,0
2026-05-07 10:11:00,1030,568,281,90.63,,0,0,0,5.039,5.512,0,210,680,422,258,1268,,,29,34,22,38,29,34,24,25,26,34,54,0,.59
2026-05-07 10:12:00,1022,571,267,88.89,,0,0,0,5.111,5.551,0,213,660,407,253,1268,,,29,38,24,38,30,37,22,32,23,30,51,0,0
2026-05-07 10:13:00,1040,574,265,89.58,,0,0,0,5.078,5.79,0,199,684,424,260,1283,,,26,41,26,34,26,33,25,32,22,27,51,0,0
2026-05-07 10:14:00,1028,598,273,90.97,,0,0,0,5.254,6.644,0,191,658,406,252,1258,,,27,38,22,33,27,36,23,31,20,22,50,0,0
2026-05-07 10:15:00,1041,595,280,93.75,,0,0,0,4.964,5.167,0,181,673,411,262,1272,,,30,41,27,30,24,34,25,29,18,24,55,0,0
2026-05-07 10:16:00,1047,592,280,93.4,,0,0,0,5.049,5.739,0,185,661,408,253,1287,,,33,39,29,30,23,36,26,27,18,24,56,0,0
2026-05-07 10:17:00,1064,596,276,92.36,,0,0,0,4.954,5.201,0,178,674,417,257,1293,,,29,42,31,33,26,34,26,25,19,21,62,0,0
2026-05-07 10:18:00,1065,591,282,91.67,,0,0,0,5.068,5.592,0,175,666,409,257,1303,,,30,43,24,35,26,35,29,24,25,21,64,0,0
2026-05-07 10:19:00,1063,601,276,91.32,,0,0,0,4.885,5.152,0,173,674,402,272,1283,,,30,40,28,32,24,34,29,22,29,27,65,0,0
2026-05-07 10:20:00,1064,596,276,90.97,,0,0,0,5.242,9.205,0,207,656,394,262,1299,,,36,36,27,35,24,31,30,25,28,29,63,0,0
2026-05-07 10:21:00,1083,607,280,90.28,,0,0,0,4.701,4.171,0,192,682,407,275,1307,,,34,35,24,39,25,34,31,24,29,31,62,0,0
2026-05-07 10:22:00,1085,602,280,90.63,,0,0,0,4.743,5.679,0,197,667,394,273,1294,,,37,36,23,38,24,30,32,26,29,31,62,0,0
2026-05-07 10:23:00,1085,595,279,90.97,,0,0,0,4.721,6.749,0,199,683,399,284,1305,,,35,32,24,37,26,28,32,24,32,33,61,0,0
2026-05-07 10:24:00,1083,570,273,89.58,,0,0,0,4.794,5.677,0,197,701,411,290,1329,,,36,32,29,39,28,31,30,28,33,33,60,0,0
2026-05-07 10:25:00,1087,576,266,88.54,,0,0,0,4.659,5.261,0,192,693,403,290,1312,,,31,37,24,32,29,33,27,31,33,37,58,0,0
2026-05-07 10:26:00,1093,577,270,87.15,,0,0,0,4.71,5.58,0,180,697,414,283,1301,,,35,37,24,34,26,35,27,28,35,37,56,0,0
2026-05-07 10:27:00,1078,580,264,86.81,,0,0,0,4.71,5.968,0,178,693,416,277,1294,,,33,38,23,33,21,36,25,29,35,42,56,0,0
2026-05-07 10:28:00,1069,579,273,88.54,,0,0,0,4.802,5.042,0,163,679,411,268,1272,,,31,37,20,35,24,35,24,32,34,40,55,0,0
2026-05-07 10:29:00,1058,574,280,89.58,,0,0,0,4.913,7.672,0,147,661,397,264,1229,,,29,39,25,33,28,36,26,28,32,39,54,0,0
2026-05-07 10:30:00,1050,582,271,87.85,,0,0,0,5.1,6.514,0,154,650,392,258,1234,,,36,38,23,35,27,37,25,31,27,39,53,0,0
2026-05-07 10:31:00,1075,581,276,90.28,,0,0,0,4.867,5.946,0,142,685,412,273,1252,,,32,35,24,38,31,37,28,30,26,42,52,0,0
2026-05-07 10:32:00,1073,579,270,88.54,,0,0,0,4.915,4.865,0,145,675,411,264,1248,,,32,37,26,36,36,37,29,29,31,38,49,0,0
2026-05-07 10:33:00,1077,573,269,88.19,,0,0,0,4.9,6.962,0,146,681,409,272,1242,,,36,38,30,36,42,37,28,24,30,37,48,0,0
2026-05-07 10:34:00,1081,570,273,90.28,,0,0,0,4.996,5.841,0,138,666,393,273,1234,,,34,34,29,38,47,37,27,21,28,36,49,0,0
2026-05-07 10:35:00,1072,575,271,87.85,,0,0,0,4.71,6.121,0,138,644,380,264,1205,,,36,33,26,36,48,36,26,20,28,36,51,0,0
2026-05-07 10:36:00,1083,564,276,88.89,,0,0,0,4.791,5.469,0,147,647,391,256,1226,,,34,34,32,35,53,36,25,21,28,37,55,0,0
2026-05-07 10:37:00,1095,555,286,92.71,,0,0,0,5.315,10.215,0,140,679,409,270,1239,,,33,35,32,37,53,33,28,22,28,37,61,0,0
2026-05-07 10:38:00,1112,539,286,93.4,,0,0,0,4.757,4.838,0,138,673,410,263,1227,,,31,38,35,38,49,35,26,25,30,35,69,0,0
2026-05-07 10:39:00,1128,516,292,94.1,,0,0,0,4.718,4.401,0,138,680,424,256,1234,,,34,40,35,38,48,35,26,27,30,35,72,0,0
2026-05-07 10:40:00,1124,494,297,94.79,,0,0,0,4.774,5.657,0,153,678,423,255,1234,,,31,40,34,38,46,39,25,24,32,35,71,0,0
2026-05-07 10:41:00,1157,475,291,93.06,,0,0,0,4.919,9.179,0,152,728,453,275,1251,,,30,37,36,39,47,41,27,28,33,39,71,0,0
2026-05-07 10:42:00,1147,469,291,93.06,,0,0,0,5.192,7.924,0,164,741,457,284,1271,,,30,36,33,39,45,37,25,29,33,39,73,0,0
2026-05-07 10:43:00,1157,474,282,93.06,,0,0,0,5.053,9.046,0,159,741,457,284,1266,,,35,37,33,39,42,41,26,29,32,41,71,0,0
2026-05-07 10:44:00,1167,468,283,92.36,,0,0,0,5.246,6.675,0,151,737,454,283,1258,,,36,40,32,42,43,41,22,36,31,41,69,0,0
2026-05-07 10:45:00,1167,456,279,90.97,,0,0,0,4.836,4.945,0,150,761,467,294,1272,,,36,41,34,42,42,39,28,37,36,37,70,0,0
2026-05-07 10:46:00,1178,455,280,89.93,,0,0,0,5.012,6.558,0,146,769,477,292,1256,,,37,41,35,39,40,39,28,35,36,37,69,0,0
2026-05-07 10:47:00,1178,445,275,89.58,,0,0,0,4.993,4.521,0,137,760,467,293,1240,,,37,44,40,40,39,38,30,35,34,36,69,0,0
2026-05-07 10:48:00,1169,453,266,86.81,,0,0,0,5.269,6.823,0,131,752,456,296,1227,,,34,47,39,42,41,38,31,41,31,37,63,0,0
2026-05-07 10:49:00,1169,465,264,87.15,,0,0,0,5.379,6.225,0,123,746,451,295,1217,,,33,49,38,43,45,39,29,42,30,35,60,0,0
2026-05-07 10:50:00,1180,467,272,88.89,,0,0,0,5.526,6.393,0,116,740,450,290,1230,,,37,49,39,47,41,40,31,39,29,35,59,0,0
2026-05-07 10:51:00,1218,464,281,88.89,,0,0,0,5.941,11.048,0,152,793,483,310,1276,,,36,48,41,50,39,43,32,38,33,35,57,0,0
2026-05-07 10:52:00,1218,463,283,91.67,,0,0,0,6.079,6.688,0,172,816,480,336,1335,,,37,46,44,48,37,42,30,36,35,32,55,0,0
2026-05-07 10:53:00,1235,453,287,90.63,,0,0,0,5.961,13.421,0,173,817,483,334,1335,,,39,42,45,48,37,43,32,34,34,34,57,0,0
2026-05-07 10:54:00,1236,456,285,92.36,,0,0,0,6.058,6.443,0,172,817,485,332,1337,,,38,47,42,51,37,41,31,32,34,35,56,0,0
2026-05-07 10:55:00,1221,457,281,92.01,,0,0,0,5.649,6.717,0,167,812,477,335,1336,,,37,47,42,52,36,39,38,33,33,34,57,0,0
2026-05-07 10:56:00,1233,474,277,92.01,,0,0,0,5.791,7.536,0,157,811,478,333,1331,,,38,49,41,50,36,38,40,37,37,32,55,0,0
2026-05-07 10:57:00,1236,481,279,90.63,,0,0,0,5.726,6.627,0,151,795,469,326,1321,,,38,49,40,54,38,37,37,39,36,33,53,0,0
2026-05-07 10:58:00,1234,476,274,89.24,,0,0,0,5.824,6.926,0,155,793,470,323,1317,,,39,46,39,47,42,36,42,39,33,40,53,0,0
2026-05-07 10:59:00,1225,485,273,89.93,,0,0,0,5.628,7.194,0,157,783,461,322,1321,,,40,44,42,48,43,39,38,43,37,38,53,0,0
2026-05-07 11:00:00,1214,493,280,90.28,,0,0,0,5.813,8.018,0,151,772,451,321,1305,,,41,42,42,45,40,43,40,40,37,40,50,0,1.18
2026-05-07 11:01:00,1213,505,277,92.36,,0,0,0,5.958,10.592,0,159,763,448,315,1309,,,40,44,44,44,40,38,41,42,36,39,53,0,0
2026-05-07 11:02:00,1214,513,281,92.71,,0,0,0,6.057,7.737,0,153,757,446,311,1310,,,39,42,43,44,41,36,37,41,32,41,54,0,.59
2026-05-07 11:03:00,1218,522,280,90.97,,0,0,0,5.699,9.392,0,145,737,428,309,1306,,,37,43,43,45,40,35,39,41,32,42,57,0,0
2026-05-07 11:04:00,1199,543,283,92.71,,0,0,0,6.012,7.995,0,137,736,427,309,1288,,,38,44,39,45,38,37,36,41,35,43,56,0,0
2026-05-07 11:05:00,1181,551,270,90.97,,0,0,0,5.391,4.882,0,137,725,419,306,1280,,,34,43,38,42,35,37,36,40,37,40,56,0,0
2026-05-07 11:06:00,1163,553,269,88.54,,0,0,0,5.67,8.605,0,136,715,412,303,1259,,,34,44,39,46,34,35,35,45,38,38,56,0,0
2026-05-07 11:07:00,1144,567,257,84.38,,0,0,0,5.279,5.948,0,135,701,402,299,1246,,,34,45,37,45,29,35,37,46,43,41,56,0,0
2026-05-07 11:08:00,1138,573,262,86.81,,0,0,0,5.584,8.068,0,118,692,400,292,1213,,,37,44,36,45,34,34,37,49,42,42,57,0,0
2026-05-07 11:09:00,1132,570,265,87.5,,0,0,0,5.095,6.781,0,115,698,410,288,1215,,,37,41,32,42,35,34,35,50,43,40,58,0,0
2026-05-07 11:10:00,1115,576,261,86.81,,0,0,0,5.408,8.979,0,136,675,399,276,1215,,,39,38,32,40,35,36,38,48,43,39,58,0,0
2026-05-07 11:11:00,1135,575,262,87.85,,0,0,0,4.98,4.917,0,146,705,417,288,1252,,,39,40,40,38,33,38,36,49,47,43,58,0,0
2026-05-07 11:12:00,1133,563,267,87.85,,0,0,0,5.396,9.205,0,188,692,408,284,1277,,,38,40,39,36,31,36,37,47,49,43,59,0,.59
2026-05-07 11:13:00,1159,561,271,89.24,,0,0,0,4.978,6.102,0,177,725,429,296,1296,,,37,40,33,36,33,38,37,42,51,41,59,0,.59
2026-05-07 11:14:00,1143,538,269,87.85,,0,0,0,5.398,10.78,0,192,714,421,293,1295,,,37,43,31,39,32,34,36,45,50,38,56,0,.59
2026-05-07 11:15:00,1161,537,270,88.54,,0,0,0,4.994,4.63,0,185,745,438,307,1313,,,38,41,30,36,28,39,38,50,47,38,55,0,.59
2026-05-07 11:16:00,1146,545,256,86.11,,0,0,0,5.45,9.322,0,191,739,429,310,1316,,,37,42,34,41,24,35,37,47,42,45,54,0,.59
2026-05-07 11:17:00,1161,533,275,88.89,,0,0,0,5.168,7.63,0,191,758,440,318,1329,,,39,39,36,39,24,35,37,47,43,46,52,0,.59
2026-05-07 11:18:00,1166,527,279,90.28,,0,0,0,5.382,6.564,0,189,742,431,311,1305,,,34,40,36,42,26,35,40,51,41,46,53,0,.59
2026-05-07 11:19:00,1186,514,284,91.32,,0,0,0,5.176,9.025,0,188,769,453,316,1316,,,31,36,40,43,26,37,36,49,42,45,57,0,.59
2026-05-07 11:20:00,1197,487,290,92.01,,0,0,0,5.508,8.586,0,206,758,445,313,1316,,,30,37,37,41,25,40,38,48,42,44,57,0,.59
2026-05-07 11:21:00,1212,471,302,92.71,,0,0,0,5.23,9.167,0,207,780,464,316,1301,,,30,37,36,43,24,39,40,45,47,45,59,0,.59
2026-05-07 11:22:00,1196,484,289,92.01,,0,0,0,5.644,9.48,0,206,771,459,312,1287,,,37,38,37,45,25,39,38,47,44,45,58,0,.59
2026-05-07 11:23:00,1200,478,300,93.75,,0,0,0,5.172,13.242,0,201,767,455,312,1272,,,35,37,37,46,27,40,39,43,45,44,60,0,.59
2026-05-07 11:24:00,1196,474,293,92.01,,0,0,0,5.551,9.819,0,197,769,465,304,1263,,,35,40,37,47,31,40,37,42,44,41,60,0,.59
2026-05-07 11:25:00,1191,456,285,91.67,,0,0,0,5.278,13.113,0,190,756,454,302,1251,,,32,40,36,47,32,37,39,45,40,43,60,0,.59
2026-05-07 11:26:00,1190,432,295,92.71,,0,0,0,5.857,9.62,0,189,756,455,301,1254,,,30,41,35,47,33,37,37,46,36,46,61,0,.59
2026-05-07 11:27:00,1177,427,298,93.75,,0,0,0,5.584,10.876,0,180,738,442,296,1238,,,32,41,36,47,32,37,34,45,36,47,60,0,.59
2026-05-07 11:28:00,1169,438,294,95.14,,0,0,0,6.539,10.737,0,160,724,435,289,1222,,,36,39,38,48,34,36,34,43,36,46,60,0,.59
2026-05-07 11:29:00,1155,445,294,93.4,,0,0,0,6.217,10.551,0,155,706,424,282,1206,,,35,41,38,50,33,38,36,41,36,45,63,0,.59
2026-05-07 11:30:00,1149,454,292,93.06,,0,0,0,6.847,9.439,0,162,690,414,276,1204,,,33,43,40,52,34,37,35,40,37,43,63,0,.59
2026-05-07 11:31:00,1150,459,302,93.75,,0,0,0,6.321,8.765,0,169,701,425,276,1201,,,37,41,39,47,33,37,34,39,35,45,65,0,1.18
2026-05-07 11:32:00,1139,450,295,92.01,,0,0,0,6.561,8.333,0,179,697,423,274,1212,,,34,41,38,48,33,37,33,38,31,42,68,0,1.78
