CRT_TM,M16HUB.QUE.ALL.CURRENTQCNT,M16HUB.QUE.ALL.CURRENTQCOMPLETED,M16HUB.QUE.OHT.CURRENTOHTQCNT,M16HUB.QUE.OHT.OHTUTIL,M16HUB.QUE.LOAD.AVGLOADTIME,M16HUB.QUE.ALL.TRANSPORT4MINOVERCNT,M16HUB.QUE.ALL.TRANSPORT4MINOVERRATIO,M16HUB.QUE.ALL.TRANSPORT4MINOVERTIMEAVG,M16HUB.QUE.TIME.AVGTOTALTIME,M16HUB.QUE.TIME.AVGTOTALTIME1MIN,M16HUB.OHT.ALERT.OHTMCPALARMCNT,M16HUB.QUE.M14TOM16.MESCURRENTQCNT,M16HUB.QUE.M16TOM14.MESCURRENTQCNT,M16HUB.QUE.M16TOM14A.MESCURRENTQCNT,M16HUB.QUE.M16TOM14B.MESCURRENTQCNT,M16HUB.QUE.ALL.FABTRANSJOBCNT,M16HUB.QUE.M14ATOM16.MESCURRENTQCNT,M16HUB.QUE.M14BTOM16.MESCURRENTQCNT,M16HUB.LFT.6ABL6011.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6012.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6021.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6022.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6031.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6032.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0111.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0112.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0121.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0122.TOTAL_CURRENTQCNT,M16HUB.QUE.ALL.M16HUBTOM14MANUAL_CURRENTQCNT,M16HUB.STRATE.STK.STORAGERATIO,M16HUB.STRATE.ALL.FABSTORAGERATIO,M14.OHT.STATECNT.HTSTOP,M14.OHT.STATECNT.CONGESTED,M14.OHT.STATECNT.ABNORMAL,M14.OHT.STATECNT.OBSANDBZSTOP,M14B.QUE.OHT.OHTUTIL,M14B.QUE.OHT.CURRENTOHTQCNT,M14B.QUE.TIME.AVGTOTALTIME,M14B.QUE.TIME.AVGTOTALTIME1MIN,M14B.QUE.ABN.AOTRANSDELAY,M14B.OHT.ALERT.OHTMCPALARMCNT,M14B.LFT.4ABLD111.TOTAL_CURRENTQCNT,M14B.LFT.4ABLD112.TOTAL_CURRENTQCNT,M14B.LFT.4ABLD121.TOTAL_CURRENTQCNT,M14B.LFT.4ABLD122.TOTAL_CURRENTQCNT,M14B.LFT.4ABLD131.TOTAL_CURRENTQCNT,M14B.LFT.4ABLD132.TOTAL_CURRENTQCNT,M14B.QUE.ALL.7F_TO_HUB_JOB,M14B.QUE.ALL.7F_TO_HUB_JOB_ALT,M14B.QUE.OHT.7F_TO_HUB_CMD,M14B.LFT.SENDFAB.TO_M16HUB_CURRENTQCNT,M16_PKT.QUE.OHT.OHTUTIL,M16_PKT.QUE.TIME.AVGTOTALTIME1MIN,M16_PKT.QUE.ABN.AOTRANSDELAY,M16_PKT.OHT.ALERT.OHTMCPALARMCNT,M16_WT.QUE.OHT.OHTUTIL,M16_WT.QUE.TIME.AVGTOTALTIME1MIN,M16_WT.QUE.ABN.AOTRANSDELAY,M16_WT.OHT.ALERT.OHTMCPALARMCNT
2026-05-07 14:09:00,1115,553,254,82.99,,0,0,0,4.851,7.063,0,132,769,454,315,1309,,,29,41,23,32,17,30,23,27,32,25,69,0,0,0,0,0,161,88.42,713,3.038,3.156,,0,6,8,7,3,6,8,49,6,43,62,37.14,4.009,,0,39.2,1.678,,0
2026-05-07 14:10:00,1085,564,242,82.29,,0,0,0,4.551,4.55,0,142,751,440,311,1295,,,31,42,20,35,14,32,23,29,31,24,69,0,0,0,0,0,161,90.19,710,3.041,3.129,0,0,6,7,4,3,7,7,48,6,42,63,22.86,5.426,0,0,25.57,1.605,0,0
2026-05-07 14:11:00,1100,569,236,80.21,,0,0,0,4.603,6.306,0,134,786,462,324,1313,,,31,41,29,35,15,35,20,25,32,21,66,0,0,0,0,0,161,89.1,692,3.072,3.371,,0,8,4,3,6,5,6,51,7,44,67,40,4.813,,0,22.73,1.893,,0
2026-05-07 14:12:00,1090,564,238,80.21,,0,0,0,4.502,5.556,0,141,808,468,340,1319,,,34,42,27,35,16,33,22,26,30,21,65,0,0,0,0,0,161,86.78,670,3.06,3.218,,0,6,2,3,4,4,6,55,5,47,68,28.57,4.361,,0,45.45,2.446,,0
2026-05-07 14:13:00,1090,557,238,79.17,,0,0,0,4.65,6.435,0,146,792,456,336,1291,,,34,40,28,33,20,36,23,29,27,24,63,0,0,0,0,0,161,88.42,698,3.036,3.045,,0,5,3,5,4,5,6,56,7,49,75,17.14,5.131,,0,51.7,1.898,,0
2026-05-07 14:14:00,1087,553,232,78.13,,0,0,0,4.525,6.287,0,162,787,445,342,1286,,,31,38,26,32,19,34,19,27,25,23,64,0,0,0,0,0,161,87.06,710,3.024,3.017,,0,7,2,9,8,5,6,70,19,50,92,34.29,4.506,,0,30.68,1.511,,0
2026-05-07 14:15:00,1088,559,230,78.47,,0,0,0,4.788,7.244,0,143,766,431,335,1250,,,29,38,22,35,19,35,21,25,27,27,63,0,0,0,0,0,161,93.19,738,3.061,3.421,0,0,6,3,9,7,8,5,57,9,47,78,45.71,4.488,0,0,20.45,1.619,0,0
2026-05-07 14:16:00,1087,561,235,79.17,,0,0,0,4.473,5.019,0,133,764,436,328,1234,,,26,41,26,32,16,35,19,26,23,29,65,0,0,0,0,0,161,91.42,736,3.133,3.648,,0,8,6,8,6,7,7,50,5,44,76,28.57,6.033,,0,17.61,1.8,,0
2026-05-07 14:17:00,1084,545,231,76.74,,0,0,0,4.74,7.33,0,137,745,422,323,1216,,,31,40,27,32,19,31,22,22,26,26,63,0,0,0,0,0,161,90.33,718,3.029,3.109,,0,6,6,5,5,8,10,44,2,41,72,17.14,4.34,,0,40.34,2.244,,0
2026-05-07 14:18:00,1082,549,235,77.43,,0,0,0,4.563,5.449,0,127,725,413,312,1203,,,29,38,27,30,21,32,20,24,26,23,67,0,0,0,0,0,161,86.92,703,3.02,2.956,,0,6,8,4,7,6,9,48,4,44,65,14.29,4.748,,0,39.77,1.742,,0
2026-05-07 14:19:00,1082,559,231,77.43,,0,0,0,4.846,7.504,0,127,718,412,306,1199,,,29,37,24,29,19,33,19,21,22,26,72,0,0,0,0,0,161,86.78,675,3.01,2.944,,0,6,7,5,9,4,9,47,4,42,64,45.71,4.38,,0,23.86,1.412,,0
2026-05-07 14:20:00,1069,549,230,78.13,,0,0,0,4.607,5.257,0,149,711,405,306,1214,,,23,40,23,29,18,32,17,21,27,24,72,0,0,0,0,0,161,84.6,670,3.027,3.216,0,0,5,6,6,8,4,5,46,2,43,62,45.71,3.896,0,0,23.3,1.498,0,0
2026-05-07 14:21:00,1077,554,233,77.78,,0,0,0,4.733,5.927,0,139,738,418,320,1210,,,25,39,22,33,16,31,21,21,23,22,73,0,0,0,0,0,161,85.15,663,3.063,3.44,,0,7,5,5,8,5,4,47,1,45,67,57.14,6.18,,0,23.3,1.64,,0
2026-05-07 14:22:00,1062,565,232,79.51,,0,0,0,4.612,5.901,0,147,770,435,335,1263,,,28,37,21,33,16,26,21,23,25,24,72,0,0,0,0,0,161,85.97,681,3.008,3.028,,0,7,8,5,10,4,5,48,2,45,66,45.71,4.213,,0,44.32,1.935,,0
2026-05-07 14:23:00,1074,563,235,78.47,,0,0,0,4.75,5.978,0,144,761,429,332,1260,,,27,40,22,29,14,27,22,26,20,26,72,0,0,0,0,0,161,83.79,670,3.007,3.074,,0,5,6,7,7,5,6,42,2,39,62,25.71,3.912,,0,50,1.471,,0
2026-05-07 14:24:00,1075,566,245,82.29,,0,0,0,4.559,4.795,0,149,759,427,332,1257,,,26,42,23,28,15,26,22,27,20,25,72,0,0,0,0,0,161,84.88,664,3.002,2.961,,0,9,7,6,4,4,6,47,2,43,62,17.14,4.064,,0,44.89,1.612,,0
2026-05-07 14:25:00,1067,570,251,82.99,,0,0,0,4.752,6.806,0,141,766,425,341,1261,,,23,42,21,27,16,27,21,25,24,23,72,0,0,0,0,0,161,83.65,660,3.018,3.17,0,0,8,5,7,6,3,5,43,2,40,60,14.29,4.361,0,0,24.43,1.368,0,0
2026-05-07 14:26:00,1065,565,245,81.94,,0,0,0,4.507,4.797,0,149,746,414,332,1265,,,28,35,18,29,17,26,21,25,23,25,72,0,0,0,0,0,161,82.97,649,3.044,3.34,,0,7,4,10,9,6,4,48,3,43,66,8.57,4.26,,0,17.61,1.782,,0
2026-05-07 14:27:00,1077,569,240,80.21,,0,0,0,4.724,6.954,0,157,783,435,348,1299,,,27,40,18,29,18,25,22,28,28,23,72,0,0,0,0,0,161,82.02,629,3.013,3.069,,0,5,8,7,8,5,6,57,8,49,72,20,5.227,,0,43.18,2.219,,0
2026-05-07 14:28:00,1063,575,230,76.74,,0,0,0,4.453,4.451,0,165,765,422,343,1306,,,25,45,22,27,16,25,22,26,27,24,71,0,0,0,0,0,161,80.38,632,2.99,2.808,,0,5,7,5,5,8,9,57,8,48,72,22.86,4.432,,0,46.59,1.879,,0
2026-05-07 14:29:00,1072,577,237,78.82,,0,0,0,4.675,7.149,0,160,766,416,350,1286,,,24,41,22,30,15,26,21,24,27,22,70,0,0,0,0,0,161,81.34,643,2.989,2.94,,0,5,5,5,4,7,8,57,7,50,74,22.86,6.42,,0,32.39,1.583,,0
2026-05-07 14:30:00,1077,569,243,81.25,,0,0,0,4.474,5.291,0,162,756,412,344,1301,,,29,39,18,31,15,27,20,25,26,26,66,0,0,0,0,0,161,80.79,627,2.992,3.041,0,0,4,1,7,10,6,7,54,6,48,70,22.86,5.147,0,0,23.86,1.463,0,0
2026-05-07 14:31:00,1097,559,246,82.99,,0,0,0,4.701,6.928,0,158,796,442,354,1290,,,24,40,18,28,16,27,23,21,26,28,63,0,0,0,0,0,161,81.47,644,2.989,3.251,,0,7,5,5,9,7,5,56,8,48,75,22.86,4.005,,0,22.16,1.834,,0
2026-05-07 14:32:00,1078,573,238,79.86,,0,0,0,4.36,4.489,0,150,779,431,348,1275,,,23,39,22,26,17,23,24,21,27,26,68,0,0,0,0,0,161,83.11,649,2.939,2.86,,0,7,8,5,7,4,7,50,6,44,73,20,6.009,,0,30.11,1.88,,0
2026-05-07 14:33:00,1090,577,239,80.56,,0,0,0,4.566,7.84,0,151,783,431,352,1288,,,25,39,17,27,15,25,32,18,32,25,67,0,0,0,0,0,161,82.15,640,2.896,2.766,,0,5,6,7,6,9,10,48,5,42,71,25.71,5.113,,0,35.8,1.68,,0
2026-05-07 14:34:00,1093,578,234,78.47,,0,0,0,4.327,4.574,0,140,755,418,337,1274,,,25,35,19,28,14,23,33,16,37,22,70,0,0,0,0,0,161,82.29,656,2.89,2.903,,0,6,7,7,7,10,14,44,6,38,67,34.29,4.345,,0,30.11,1.559,,0
2026-05-07 14:35:00,1097,560,244,81.6,,0,0,0,4.595,6.95,0,135,745,411,334,1246,,,26,35,22,30,15,23,32,16,33,24,68,0,0,0,0,0,161,84.2,654,2.9,3.076,0,0,5,6,4,6,8,10,45,6,39,64,42.86,5.136,0,0,24.43,1.647,0,0
2026-05-07 14:36:00,1103,557,253,84.03,,0,0,0,4.891,7.902,0,132,739,409,330,1266,,,28,34,20,31,15,23,30,16,35,23,67,0,0,0,0,0,161,86.1,668,2.953,3.573,,0,5,6,6,5,9,9,41,4,37,66,40,5.523,,0,15.91,1.586,,0
2026-05-07 14:37:00,1117,553,252,85.07,,0,0,0,4.583,8.922,0,153,767,427,340,1287,,,30,34,22,29,17,25,29,18,31,25,67,0,0,0,0,0,161,85.42,663,2.878,3.025,,0,4,2,8,4,8,9,55,5,49,77,25.71,4.446,,0,34.66,2.33,,0
2026-05-07 14:38:00,1108,550,255,85.42,,0,0,0,4.751,8.039,0,143,754,419,335,1303,,,28,34,21,31,15,26,28,26,27,23,68,0,0,0,0,0,161,80.93,629,2.889,3.007,,0,3,5,6,5,8,7,51,5,46,71,22.86,4.777,,0,36.36,1.861,,0
2026-05-07 14:39:00,1109,556,246,83.33,,0,0,0,4.401,5.826,0,141,763,418,345,1285,,,25,34,21,32,18,24,24,28,28,25,69,0,0,0,0,0,161,82.97,645,2.878,2.797,,1,8,5,4,4,8,8,51,6,44,70,31.43,3.939,,0,31.25,1.554,,0
2026-05-07 14:40:00,1096,566,236,80.21,,0,0,0,4.693,7.849,0,149,754,422,332,1297,,,24,35,22,30,16,26,21,29,31,25,69,0,0,0,0,0,161,81.88,637,2.884,2.882,0,1,10,7,6,6,7,9,52,4,44,74,31.43,3.718,0,0,19.32,1.201,0,0
2026-05-07 14:41:00,1109,579,234,77.43,,0,0,0,4.2,4.603,0,132,794,442,352,1318,,,22,37,24,27,16,25,20,28,35,23,67,0,0,0,0,0,161,82.83,633,2.931,3.499,,1,6,10,6,7,8,7,50,5,44,68,25.71,4.518,,0,14.77,1.705,,0
2026-05-07 14:42:00,1116,555,235,78.82,,0,0,0,4.573,7.792,0,135,781,435,346,1314,,,23,33,23,29,15,26,20,28,38,23,66,0,0,0,0,0,161,79.43,622,2.925,3.109,,1,8,6,6,9,7,7,53,9,44,73,20,4.459,,0,34.09,1.895,,0
2026-05-07 14:43:00,1128,548,228,77.08,,0,0,0,4.383,6.558,0,128,782,429,353,1311,,,26,32,21,30,19,27,23,25,38,21,71,0,0,0,0,0,161,82.56,638,2.937,2.928,,1,9,5,6,8,5,6,54,7,47,76,5.71,3.538,,0,42.05,1.966,,0
2026-05-07 14:44:00,1127,543,222,75,,0,0,0,4.56,6.407,0,138,764,420,344,1314,,,30,34,17,28,19,27,25,25,40,24,70,0,0,0,0,0,161,80.25,621,2.918,2.717,,1,9,7,4,6,9,8,50,7,43,69,8.57,3.929,,0,34.09,1.689,,0
2026-05-07 14:45:00,1128,557,218,72.92,,0,0,0,4.282,4.406,0,144,789,437,352,1324,,,28,35,18,32,20,28,23,28,39,28,68,0,0,0,0,0,161,80.11,618,2.938,2.982,0,0,8,8,7,6,11,9,53,8,45,75,20,4.153,0,0,23.86,1.349,0,0
2026-05-07 14:46:00,1134,555,213,71.53,,0,0,0,4.615,8.237,0,144,779,435,344,1327,,,26,33,23,32,15,29,22,29,38,31,72,0,0,0,0,0,161,79.43,630,2.94,3.051,,0,10,8,10,6,9,8,47,6,41,73,14.29,4.954,,0,16.48,1.619,,0
2026-05-07 14:47:00,1148,553,215,71.88,,0,0,0,4.484,5.728,0,141,781,430,351,1310,,,28,36,22,34,17,28,21,28,35,29,75,0,0,0,0,0,161,80.38,623,2.912,2.7,,0,11,5,6,8,8,8,48,6,42,71,11.43,4.383,,0,41.48,2.219,,0
2026-05-07 14:48:00,1144,542,216,71.88,,0,0,0,4.678,6.823,0,146,766,420,346,1301,,,30,37,24,33,16,25,24,29,34,30,75,0,0,0,0,0,161,80.52,646,2.903,2.929,,0,10,4,5,9,7,8,50,5,44,76,11.43,4.664,,0,36.36,1.748,,0
2026-05-07 14:49:00,1152,530,225,75.69,,0,0,0,4.652,8.592,0,155,768,413,355,1291,,,25,34,20,34,18,26,25,25,38,24,75,0,0,0,0,0,161,81.34,653,2.932,3.104,,0,7,7,6,8,6,8,48,5,42,78,11.43,3.789,,0,27.27,1.517,,0
2026-05-07 14:50:00,1140,521,225,75,,0,0,0,4.689,6.234,0,152,752,400,352,1271,,,24,31,23,34,17,25,24,22,42,19,74,0,0,0,0,0,161,81.34,645,2.934,2.849,0,0,9,6,6,8,7,6,50,3,47,77,20,3.832,0,0,25.57,1.271,0,0
2026-05-07 14:51:00,1161,506,239,79.17,,0,0,0,4.43,4.729,0,145,783,418,365,1280,,,25,32,23,32,22,27,25,22,44,17,75,0,0,0,0,0,161,79.16,636,2.942,3.247,,0,10,6,2,5,7,7,51,5,45,75,20,4,,0,14.2,1.787,,0
2026-05-07 14:52:00,1161,503,244,82.29,,0,0,0,4.534,6.063,0,153,802,429,373,1307,,,26,31,19,29,24,30,26,20,40,13,75,0,0,0,0,0,161,80.11,628,2.888,3.01,,0,11,3,8,6,8,9,51,5,42,76,22.86,3.607,,0,35.23,2.007,,0
2026-05-07 14:53:00,1164,502,242,80.56,,0,0,0,4.479,6.654,0,147,785,418,367,1290,,,27,36,20,30,22,30,26,17,39,16,74,0,0,0,0,0,161,79.29,609,2.883,2.952,,0,8,3,10,8,8,6,48,0,46,77,22.86,4.619,,0,42.05,1.645,,0
2026-05-07 14:54:00,1145,510,239,79.86,,0,0,0,4.551,4.517,0,144,777,403,374,1285,,,26,36,23,31,22,29,25,24,37,24,76,0,.59,0,0,0,161,75.34,591,2.902,2.905,,0,8,8,8,7,7,6,47,2,45,74,20,3.645,,0,32.39,1.448,,0
2026-05-07 14:55:00,1147,510,234,79.51,,0,0,0,4.527,5.878,0,132,749,388,361,1263,,,27,33,25,29,19,29,27,25,35,27,75,0,0,0,0,0,161,78.47,603,2.906,3.021,0,0,8,9,6,9,6,10,43,3,40,71,31.43,3.449,0,0,22.73,1.323,0,0
2026-05-07 14:56:00,1143,523,246,82.29,,0,0,0,4.79,6.42,0,142,726,380,346,1261,,,26,31,23,24,22,29,24,26,39,28,72,0,0,0,0,0,161,75.2,593,2.941,3.337,,0,9,9,7,10,8,13,34,2,32,63,11.43,4.18,,0,10.8,1.817,,0
2026-05-07 14:57:00,1140,531,234,77.78,,0,0,0,4.869,4.47,0,138,742,399,343,1262,,,25,33,16,23,22,28,22,29,36,24,74,0,0,0,0,0,161,80.52,621,2.9,3.016,,0,10,7,8,6,6,11,44,2,41,70,5.71,4.273,,0,28.41,2.148,,0
2026-05-07 14:58:00,1145,526,241,80.9,,0,0,0,4.605,5.875,0,136,765,413,352,1287,,,27,33,16,24,19,27,26,29,38,21,73,0,0,0,0,0,161,78.61,617,2.88,2.826,,0,10,6,8,5,4,8,46,1,43,65,37.14,3.795,,0,36.93,2.027,,0
2026-05-07 14:59:00,1132,542,233,77.43,,0,0,0,4.711,6.193,0,131,750,403,347,1264,,,26,34,24,24,20,25,25,26,35,19,72,0,0,0,0,0,161,78.75,609,2.859,2.898,,0,10,7,8,9,6,8,44,2,39,66,45.71,3.613,,0,26.14,1.467,,0
2026-05-07 15:00:00,1124,546,227,76.04,,0,0,0,4.334,4.408,0,137,740,397,343,1264,,,25,33,18,26,17,25,28,24,33,22,75,0,0,0,0,0,161,76.98,605,2.908,3.216,0,0,8,7,9,11,6,10,44,3,41,68,40,4.111,0,0,13.07,1.663,0,0
2026-05-07 15:01:00,1148,560,229,77.08,,0,0,0,4.416,5.863,0,143,771,416,355,1279,,,28,36,16,20,16,30,25,24,34,22,83,0,0,0,0,0,161,79.16,624,2.961,3.4,,0,4,6,10,7,7,9,52,6,46,71,22.86,3.865,,0,26.7,1.729,,0
2026-05-07 15:02:00,1153,564,230,77.78,,0,0,0,4.474,7.291,0,152,752,408,344,1289,,,26,34,14,24,19,28,26,20,36,22,83,0,0,0,0,0,161,78.88,615,2.882,2.896,,0,6,8,6,9,8,8,60,8,52,77,14.29,5.007,,0,40.91,1.905,,0
2026-05-07 15:03:00,1144,573,223,74.65,,0,0,0,4.209,4.34,0,147,771,419,352,1289,,,27,32,15,21,17,27,28,19,37,20,84,0,0,0,0,0,161,80.65,648,2.875,2.956,,0,12,7,7,7,4,8,54,7,45,73,14.29,4.419,,0,36.93,1.684,,0
2026-05-07 15:04:00,1143,566,215,72.22,,0,0,0,4.416,7.41,0,146,764,411,353,1290,,,29,29,19,23,22,24,25,20,33,25,84,0,0,0,0,0,161,80.93,641,2.873,2.885,,0,9,9,8,5,5,9,56,9,47,75,17.14,4.59,,0,22.16,1.216,,0
2026-05-07 15:05:00,1135,565,206,70.49,,0,0,0,4.18,5.031,0,139,753,403,350,1274,,,28,34,22,24,19,27,23,27,30,25,81,0,0,0,0,0,161,80.25,644,2.9,3.071,0,0,8,9,7,7,5,10,49,7,42,69,25.71,4.52,0,0,14.77,1.663,0,0
2026-05-07 15:06:00,1146,556,221,73.61,,0,0,0,4.186,4.217,0,130,749,399,350,1251,,,27,34,21,25,20,25,22,26,32,21,81,0,0,0,0,0,161,81.47,658,2.951,3.332,,0,8,4,6,6,4,4,52,6,46,68,31.43,5.185,,0,18.75,1.939,,0
2026-05-07 15:07:00,1152,541,233,75.35,,0,0,0,4.425,7.102,0,121,759,411,348,1244,,,29,37,23,22,19,25,25,28,32,20,80,0,0,0,0,0,161,80.79,645,2.895,2.983,,0,5,5,8,5,4,6,46,4,41,64,40,3.796,,0,40.91,2.225,,0
2026-05-07 15:08:00,1150,559,231,78.82,,0,0,0,4.191,5.537,0,114,741,397,344,1212,,,28,34,19,20,18,26,28,25,30,20,79,0,0,0,0,0,161,76.7,603,2.894,2.902,,1,5,5,4,5,6,10,37,2,35,60,31.43,5.033,,0,39.2,1.902,,0
2026-05-07 15:09:00,1137,557,238,79.17,,0,0,0,4.226,4.121,0,113,733,394,339,1195,,,26,34,16,20,17,26,28,22,33,19,78,0,0,0,0,0,161,76.16,599,2.916,3.128,,1,5,3,5,8,7,8,36,2,34,58,22.86,4.533,,0,26.14,1.26,,0
2026-05-07 15:10:00,1094,578,229,77.08,,0,0,0,4.348,7.163,0,137,726,399,327,1202,,,26,34,17,24,20,26,29,22,37,21,76,0,0,0,0,0,161,80.79,642,2.948,3.236,0,0,7,6,8,7,7,10,34,3,31,57,37.14,4.996,0,0,22.73,1.47,0,0
2026-05-07 15:11:00,1114,563,232,77.78,,0,0,0,4.495,5.686,0,129,769,426,343,1235,,,23,31,18,23,17,23,30,18,40,19,73,0,0,0,0,0,161,82.02,653,2.969,3.08,,0,5,4,7,10,7,10,47,5,41,66,31.43,4.322,,0,25,1.737,,0
2026-05-07 15:12:00,1089,579,218,71.88,,0,0,0,4.141,4.076,0,139,758,416,342,1251,,,26,30,21,19,19,25,31,21,40,17,70,0,0,0,0,0,161,80.93,645,2.955,3.107,,0,4,3,7,9,8,10,49,6,43,69,22.86,3.781,,0,35.23,2.104,,0
2026-05-07 15:13:00,1099,575,217,73.26,,0,0,0,4.381,7.686,0,133,797,434,363,1270,,,27,30,19,23,16,25,31,26,40,16,70,0,0,0,0,0,161,83.51,669,2.914,2.62,,0,4,5,9,7,6,8,48,3,43,67,20,4.744,,0,44.89,1.791,,0
2026-05-07 15:14:00,1088,578,216,73.26,,0,0,0,4.378,5.704,0,131,787,425,362,1258,,,29,31,15,20,16,26,31,22,37,17,68,0,0,0,0,0,161,83.24,644,2.909,2.838,,0,5,3,9,4,2,6,48,5,43,63,25.71,4.111,,0,34.09,2.07,,0
2026-05-07 15:15:00,1096,576,222,74.65,,0,0,0,4.38,4.188,0,135,773,422,351,1252,,,24,29,18,24,17,26,33,24,33,15,75,0,0,0,0,0,161,83.38,650,2.907,2.955,0,0,7,5,4,3,4,9,49,5,43,65,34.29,4.413,0,0,27.84,1.583,0,0
2026-05-07 15:16:00,1122,574,237,78.82,,0,0,0,4.349,6.213,0,151,773,420,353,1279,,,20,33,19,25,15,25,35,22,28,18,74,0,0,0,0,0,161,81.88,645,2.915,2.889,,0,5,7,5,8,9,8,48,7,41,67,31.43,4.332,,0,20.45,1.852,,0
2026-05-07 15:17:00,1134,587,232,78.47,,0,0,0,4.528,6.198,0,143,799,437,362,1278,,,24,31,19,22,21,21,33,25,27,18,70,0,0,0,0,0,161,81.74,649,2.933,3.169,,0,6,6,3,7,7,7,51,5,45,69,31.43,5.953,,0,40.91,2.207,,0
2026-05-07 15:18:00,1130,581,234,79.17,,0,0,0,4.082,4.467,0,142,782,430,352,1267,,,25,34,21,21,19,23,30,25,25,17,69,0,0,0,0,0,161,79.97,626,2.915,3.104,,0,9,6,5,10,7,7,51,4,46,72,17.14,4.329,,0,36.36,1.738,,0
2026-05-07 15:19:00,1134,575,227,76.74,,0,0,0,4.089,4.173,0,142,786,423,363,1270,,,27,35,20,19,19,24,30,26,24,21,79,0,0,0,0,0,161,80.52,620,2.889,2.882,,0,9,8,6,6,6,6,54,6,47,74,17.14,6.257,,0,22.16,1.865,,0
2026-05-07 15:20:00,1117,557,231,77.08,,0,0,0,4.279,7.096,0,142,773,415,358,1259,,,24,36,22,16,15,22,32,26,22,19,75,0,0,0,0,0,161,82.97,647,2.878,2.986,0,0,6,10,5,3,4,5,51,7,44,69,25.71,5.858,0,0,26.7,1.274,0,0
2026-05-07 15:21:00,1127,551,244,80.9,,0,0,0,4.341,4.517,0,134,780,423,357,1239,,,26,33,19,21,16,27,30,25,22,21,73,0,0,0,0,0,161,80.11,638,2.882,2.886,,0,4,9,5,3,2,5,49,7,40,68,40,4.804,,0,24.43,1.722,,0
2026-05-07 15:22:00,1099,551,233,77.78,,0,0,0,4.155,4.094,0,135,766,416,350,1220,,,23,33,15,23,18,23,30,24,23,23,72,0,0,0,0,0,161,82.97,652,2.868,2.884,,0,10,5,8,6,5,8,45,4,39,69,48.57,5.359,,0,42.05,1.899,,0
2026-05-07 15:23:00,1093,552,238,79.86,,0,0,0,4.376,8.021,0,130,758,414,344,1205,,,23,33,14,18,15,28,26,20,29,18,72,0,0,0,0,0,161,82.43,649,2.89,2.916,,1,9,3,10,12,5,12,42,5,35,68,40,5.229,,0,46.59,1.413,,0
2026-05-07 15:24:00,1078,550,232,79.51,,0,0,0,4.199,4.388,0,135,743,409,334,1205,,,22,35,18,16,17,27,28,16,27,15,71,0,.59,0,0,0,161,80.93,648,2.89,2.805,,0,7,6,9,11,5,11,51,6,45,76,34.29,4.312,,0,34.09,1.459,,0
2026-05-07 15:25:00,1070,546,239,79.51,,0,0,0,4.264,4.639,0,132,729,400,329,1197,,,23,33,20,16,15,27,26,16,26,12,69,0,.59,0,0,0,161,82.02,662,2.89,2.955,0,0,11,5,5,7,8,8,48,4,42,72,20,4.975,0,0,25.57,1.523,0,0
2026-05-07 15:26:00,1066,546,243,79.86,,0,0,0,4.509,7.722,0,115,707,387,320,1177,,,26,29,16,17,15,27,26,16,23,16,68,0,0,0,0,0,161,84.06,674,2.905,2.889,,0,11,4,8,6,5,8,46,1,45,65,20,3.71,,0,26.14,1.852,,0
2026-05-07 15:27:00,1062,550,237,81.6,,0,0,0,4.574,4.866,0,142,743,412,331,1230,,,25,27,11,15,16,25,28,16,22,18,64,0,0,0,0,0,161,85.42,688,2.942,3.264,,0,7,7,8,6,4,7,62,9,53,77,17.14,3.204,,0,52.27,2.414,,0
2026-05-07 15:28:00,1034,568,243,82.29,,0,0,0,4.322,4.603,0,144,732,408,324,1232,,,22,26,16,15,19,25,24,15,23,23,63,0,0,0,0,0,161,86.24,709,2.892,2.993,,0,5,8,4,7,7,4,56,8,47,74,31.43,5.166,,0,52.27,1.927,,0
2026-05-07 15:29:00,1034,557,240,80.56,,0,0,0,4.543,7.195,0,143,741,421,320,1240,,,20,25,19,15,15,24,21,17,20,23,68,0,0,0,0,0,161,86.38,678,2.875,2.826,,0,4,7,6,7,3,5,53,7,46,73,31.43,5.642,,0,34.66,1.628,,0
2026-05-07 15:30:00,1011,565,232,77.78,,0,0,0,4.364,4.766,0,140,724,413,311,1240,,,21,27,16,11,11,23,19,21,22,22,66,0,0,0,0,0,161,85.15,657,2.879,3.038,0,0,4,6,7,10,5,8,46,7,39,70,28.57,4.894,0,0,18.18,1.713,0,0
2026-05-07 15:31:00,1029,575,223,76.04,,0,0,0,4.428,5.013,0,138,758,438,320,1240,,,22,24,19,16,12,22,18,19,24,19,66,0,0,0,0,0,161,87.87,712,2.883,2.935,,0,7,3,9,10,2,10,51,5,46,71,31.43,5.605,,0,23.86,1.872,,0
